emp_no,dept_no,from_date,to_date
13754,d007,1988-07-07,9999-01-01
13755,d006,1985-07-30,1988-12-25
13756,d005,1990-01-24,9999-01-01
13757,d005,1986-02-22,9999-01-01
13758,d007,1993-05-12,9999-01-01
13759,d008,1992-03-15,9999-01-01
13760,d004,1994-07-05,1997-02-09
13761,d004,1997-08-09,9999-01-01
13762,d007,1990-05-15,9999-01-01
13763,d007,1991-06-29,2001-08-25
13763,d009,2001-08-25,9999-01-01
13764,d007,1994-05-01,9999-01-01
13765,d003,1990-07-18,9999-01-01
13766,d009,1986-08-18,9999-01-01
13767,d004,1994-08-10,9999-01-01
13768,d009,1986-11-19,1990-09-18
13769,d007,1988-10-18,9999-01-01
13770,d007,1990-04-26,9999-01-01
13771,d009,1990-05-21,9999-01-01
13772,d006,1997-06-20,9999-01-01
13773,d003,1995-04-18,2001-10-18
13774,d005,1996-10-04,9999-01-01
13774,d008,1991-04-11,1996-10-04
13775,d007,1987-10-21,9999-01-01
13776,d001,1995-03-20,9999-01-01
13777,d003,1997-11-16,9999-01-01
13778,d008,1989-07-25,1997-04-06
13779,d006,1995-06-25,9999-01-01
13780,d005,1994-10-07,1999-02-04
13781,d005,1994-02-11,9999-01-01
13782,d001,1992-04-15,9999-01-01
13783,d008,1990-03-25,1994-04-17
13784,d001,1988-12-19,2001-01-24
13784,d007,2001-01-24,9999-01-01
13785,d007,1998-07-11,9999-01-01
13786,d007,1989-05-19,9999-01-01
13787,d004,1990-10-30,9999-01-01
13788,d004,1997-04-03,1997-04-12
13789,d004,1989-04-17,9999-01-01
13790,d007,1987-07-07,1990-10-07
13791,d004,1994-12-12,9999-01-01
13792,d002,1985-07-27,9999-01-01
13793,d004,1990-03-04,9999-01-01
13794,d004,1988-09-02,1993-08-24
13794,d009,1993-08-24,9999-01-01
13795,d004,1986-08-04,1988-03-13
13796,d005,1996-01-01,9999-01-01
13797,d008,1992-04-13,9999-01-01
13798,d004,1991-02-17,9999-01-01
13799,d006,1993-07-08,9999-01-01
13800,d006,1998-03-25,9999-01-01
13801,d007,1999-05-26,1999-06-25
13802,d002,1998-11-18,9999-01-01
13802,d003,1990-10-27,1998-11-18
13803,d005,1988-10-24,9999-01-01
13804,d001,1995-01-31,9999-01-01
13805,d007,1999-09-09,9999-01-01
13806,d005,1990-02-05,9999-01-01
13807,d002,1993-03-24,1995-05-21
13808,d007,1986-03-08,9999-01-01
13809,d009,1986-01-12,9999-01-01
13810,d008,1998-12-06,1999-03-07
13811,d004,1989-11-14,9999-01-01
13812,d001,1998-04-22,9999-01-01
13812,d007,1996-09-11,1998-04-22
13813,d005,1991-09-16,1998-05-08
13814,d002,1985-05-31,1990-11-12
13815,d004,1985-09-09,9999-01-01
13816,d005,1992-09-17,9999-01-01
13817,d003,1987-11-04,9999-01-01
13818,d005,1998-04-13,2002-05-15
13819,d004,1999-05-19,9999-01-01
13820,d003,1990-08-07,9999-01-01
13821,d008,1988-10-10,9999-01-01
13822,d001,2002-03-28,2002-05-22
13822,d003,1998-11-14,2002-03-28
13823,d005,1993-07-06,9999-01-01
13824,d005,2000-01-05,9999-01-01
13825,d004,1986-08-02,9999-01-01
13826,d001,1988-06-24,9999-01-01
13827,d009,1989-04-08,9999-01-01
13828,d005,1988-11-14,1990-02-06
13829,d003,1996-01-22,1997-09-03
13830,d002,1989-09-10,9999-01-01
13831,d004,1995-07-26,9999-01-01
13832,d004,1999-01-19,1999-05-05
13832,d008,1993-10-06,1999-01-19
13833,d005,1986-09-23,9999-01-01
13834,d005,1996-08-05,9999-01-01
13835,d005,1990-04-16,2000-02-16
13836,d007,1985-09-05,9999-01-01
13837,d005,1999-01-01,9999-01-01
13838,d009,1989-03-01,9999-01-01
13839,d005,2000-01-21,9999-01-01
13840,d005,1998-12-12,1999-12-30
13841,d004,1992-02-01,1995-10-19
13841,d006,1995-10-19,9999-01-01
13842,d008,1991-04-21,9999-01-01
13843,d004,1996-02-28,9999-01-01
13844,d001,1995-06-28,9999-01-01
13845,d007,1997-01-12,9999-01-01
13846,d008,1985-03-20,9999-01-01
13847,d004,1998-06-02,9999-01-01
13848,d007,1987-04-12,1995-10-21
13849,d005,1989-04-24,9999-01-01
13850,d004,1996-10-10,2001-06-04
13850,d006,2001-06-04,9999-01-01
13851,d005,1995-02-17,9999-01-01
13852,d005,1996-12-24,9999-01-01
13853,d008,1991-03-25,9999-01-01
13854,d004,1992-07-15,1999-01-19
13855,d004,1986-09-27,9999-01-01
13856,d007,1995-04-26,9999-01-01
13857,d004,1990-11-09,9999-01-01
13858,d008,1988-11-23,9999-01-01
13859,d005,1987-08-23,9999-01-01
13860,d001,1988-07-27,9999-01-01
13861,d005,1995-06-12,1996-08-13
13861,d008,1996-08-13,9999-01-01
13862,d005,1997-08-29,2002-03-16
13863,d007,1990-03-23,9999-01-01
13864,d004,1986-01-31,9999-01-01
13865,d007,1998-11-11,9999-01-01
13866,d007,1999-12-25,9999-01-01
13867,d004,1987-05-30,9999-01-01
13868,d004,1990-04-07,9999-01-01
13869,d005,1994-04-13,1996-05-27
13870,d004,2002-05-30,9999-01-01
13870,d006,1997-02-17,2002-05-30
13871,d007,1999-12-05,9999-01-01
13872,d005,1995-10-16,9999-01-01
13873,d006,1995-03-11,9999-01-01
13874,d006,1992-02-22,1994-04-17
13875,d004,1992-01-21,9999-01-01
13876,d003,1995-05-03,9999-01-01
13877,d006,1999-11-11,9999-01-01
13878,d007,1990-09-11,9999-01-01
13879,d004,1989-10-05,9999-01-01
13880,d002,1999-12-20,9999-01-01
13880,d003,1985-12-24,1999-12-20
13881,d005,1991-06-10,9999-01-01
13882,d004,1992-12-07,9999-01-01
13883,d005,1988-02-23,1991-08-26
13884,d004,1998-12-21,9999-01-01
13885,d008,1988-04-19,1995-11-20
13886,d008,1990-02-03,9999-01-01
13887,d005,1990-06-17,9999-01-01
13888,d005,2001-10-17,9999-01-01
13888,d006,1995-03-09,2001-10-17
13889,d009,1996-09-07,9999-01-01
13890,d003,1985-11-30,9999-01-01
13891,d007,1999-04-06,9999-01-01
13892,d005,1994-11-21,9999-01-01
13893,d005,1995-04-25,1998-10-07
13894,d004,1987-11-28,9999-01-01
13895,d004,1991-02-02,9999-01-01
13896,d004,1987-12-09,9999-01-01
13897,d005,1989-05-18,9999-01-01
13898,d007,1997-04-23,9999-01-01
13899,d004,1995-06-30,9999-01-01
13899,d006,1994-06-14,1995-06-30
13900,d005,1999-08-14,9999-01-01
13901,d004,1994-05-30,9999-01-01
13902,d007,1999-08-03,2000-07-16
13903,d004,1997-03-24,9999-01-01
13904,d005,1987-09-03,9999-01-01
13905,d005,1998-06-28,9999-01-01
13906,d006,1998-11-13,9999-01-01
13907,d005,1988-03-05,9999-01-01
13908,d004,1987-11-26,9999-01-01
13909,d001,1995-05-22,1995-09-08
13909,d007,1994-07-19,1995-05-22
13910,d005,1995-07-16,9999-01-01
13911,d001,1993-11-24,9999-01-01
13912,d004,1988-12-07,9999-01-01
13913,d004,1997-12-18,9999-01-01
13914,d002,1985-08-07,1989-01-15
13915,d005,1991-08-17,9999-01-01
13916,d007,1986-06-06,2002-01-12
13917,d004,1988-03-18,9999-01-01
13918,d004,1993-12-05,9999-01-01
13919,d004,1999-12-04,2001-08-05
13919,d009,2001-08-05,9999-01-01
13920,d008,1987-11-19,9999-01-01
13921,d001,1997-01-03,2000-02-18
13922,d002,1990-12-25,9999-01-01
13923,d005,1989-01-06,1999-02-05
13924,d004,1991-11-05,9999-01-01
13925,d004,1999-05-08,9999-01-01
13926,d001,1988-08-07,9999-01-01
13927,d003,1999-03-29,9999-01-01
13928,d007,1993-12-21,9999-01-01
13929,d004,1999-08-20,9999-01-01
13929,d005,1992-10-11,1999-08-20
13930,d007,1985-11-26,2000-04-20
13931,d004,1996-03-19,9999-01-01
13932,d002,1997-10-08,9999-01-01
13933,d006,1989-07-17,9999-01-01
13934,d005,1990-04-05,9999-01-01
13935,d004,1988-05-16,1993-03-30
13936,d003,1994-06-03,9999-01-01
13937,d003,1995-07-12,9999-01-01
13938,d005,1986-04-15,9999-01-01
13939,d009,1992-10-30,9999-01-01
13940,d005,1999-03-31,1999-04-30
13940,d009,1999-03-30,1999-03-31
13941,d007,1999-06-01,9999-01-01
13942,d005,1997-10-13,9999-01-01
13943,d007,1993-02-05,9999-01-01
13944,d005,1996-09-15,9999-01-01
13945,d009,1995-03-23,9999-01-01
13946,d006,1993-04-02,9999-01-01
13947,d007,1987-08-11,9999-01-01
13948,d002,1996-11-08,9999-01-01
13949,d007,1991-02-04,1991-02-17
13950,d004,1990-05-09,1996-06-21
13950,d006,1996-06-21,9999-01-01
13951,d007,1985-12-28,9999-01-01
13952,d005,1993-04-15,9999-01-01
13953,d005,1997-04-08,9999-01-01
13954,d005,1993-04-23,9999-01-01
13955,d006,1985-10-05,9999-01-01
13956,d004,1996-06-16,9999-01-01
13957,d006,1986-04-18,1987-02-02
13958,d004,1989-09-28,9999-01-01
13959,d004,1992-02-09,9999-01-01
13959,d005,1985-05-15,1992-02-09
13960,d002,1996-04-06,9999-01-01
13961,d004,1988-10-01,9999-01-01
13962,d004,1994-10-26,9999-01-01
13963,d001,1990-08-05,9999-01-01
13964,d004,1989-03-25,2001-10-09
13965,d005,1988-04-19,2001-11-26
13966,d009,1990-12-26,9999-01-01
13967,d004,1989-11-17,1990-02-18
13967,d009,1990-02-18,9999-01-01
13968,d005,1993-09-07,9999-01-01
13969,d005,1985-05-29,9999-01-01
13970,d004,1990-10-07,9999-01-01
13971,d005,1995-07-15,9999-01-01
13972,d005,1990-06-28,9999-01-01
13973,d001,1989-11-19,1993-06-10
13974,d009,1998-03-18,2001-04-26
13975,d007,1991-09-08,9999-01-01
13976,d004,1997-09-10,9999-01-01
13977,d004,1998-03-31,2001-05-10
13977,d009,2001-05-10,9999-01-01
13978,d007,1996-08-25,9999-01-01
13979,d004,1986-06-08,1997-12-26
13980,d009,1994-07-09,9999-01-01
13981,d005,1998-01-15,9999-01-01
13982,d001,1986-05-31,9999-01-01
13983,d007,2000-01-12,9999-01-01
13984,d001,1998-09-28,2002-01-06
13985,d005,1987-06-20,9999-01-01
13986,d007,1985-12-03,1989-01-19
13987,d004,1996-01-04,9999-01-01
13987,d005,1992-09-25,1996-01-04
13988,d008,1991-04-25,1994-02-12
13989,d005,1994-12-21,9999-01-01
13990,d005,1988-06-10,9999-01-01
13991,d004,1995-08-18,9999-01-01
13992,d002,1988-07-27,9999-01-01
13993,d007,1995-02-15,9999-01-01
13994,d007,1999-05-05,2000-07-15
13995,d004,1989-12-02,9999-01-01
13996,d004,2000-03-24,2000-04-01
13996,d008,1999-12-23,2000-03-24
13997,d004,1998-09-11,9999-01-01
13998,d005,1985-06-05,9999-01-01
13999,d003,1995-02-25,9999-01-01
14000,d007,1993-08-20,9999-01-01
14001,d003,1991-09-19,9999-01-01
14002,d004,1988-03-13,2001-09-28
14003,d004,1999-04-13,9999-01-01
14004,d005,1987-03-31,9999-01-01
14005,d005,1996-10-04,9999-01-01
14005,d006,1985-05-10,1996-10-04
14006,d005,1987-07-05,1995-06-06
14007,d002,1988-10-17,9999-01-01
14008,d006,1989-04-05,9999-01-01
14009,d007,1995-08-06,9999-01-01
14010,d003,1990-03-08,9999-01-01
14011,d005,1999-12-10,9999-01-01
14012,d005,1993-04-16,9999-01-01
14013,d001,1993-12-06,1999-08-25
14014,d006,1990-07-03,9999-01-01
14015,d004,1997-08-15,1998-08-25
14015,d006,1998-08-25,9999-01-01
14016,d004,1988-08-12,9999-01-01
14017,d001,1992-12-07,9999-01-01
14018,d003,1995-06-25,9999-01-01
14019,d005,1991-09-10,9999-01-01
14020,d008,1995-10-31,9999-01-01
14021,d004,1988-01-07,9999-01-01
14022,d005,1992-12-07,2000-10-21
14023,d004,1991-04-03,1999-08-28
14024,d004,1989-05-03,9999-01-01
14025,d002,1999-08-08,2001-08-07
14025,d007,2001-08-07,9999-01-01
14026,d005,1989-04-03,9999-01-01
14027,d005,1996-01-14,9999-01-01
14028,d007,1992-03-06,9999-01-01
14029,d009,1997-11-11,9999-01-01
14030,d004,1991-07-17,9999-01-01
14031,d005,1995-01-19,9999-01-01
14032,d004,1989-06-02,1992-10-15
14033,d004,1995-03-04,9999-01-01
14034,d002,1985-08-26,9999-01-01
14035,d005,1996-07-23,1999-05-08
14035,d008,1999-05-08,9999-01-01
14036,d007,1987-10-07,9999-01-01
14037,d002,1989-11-02,1995-05-10
14038,d005,1997-03-02,9999-01-01
14039,d005,1999-11-09,9999-01-01
14040,d005,1987-08-20,9999-01-01
14041,d001,1987-12-22,9999-01-01
14042,d004,1992-01-03,9999-01-01
14043,d004,1988-06-10,1993-01-21
14043,d006,1993-01-21,9999-01-01
14044,d004,1988-04-04,9999-01-01
14045,d009,1993-12-28,1997-08-12
14046,d008,1996-09-11,9999-01-01
14047,d004,1995-12-22,9999-01-01
14048,d008,1992-08-15,9999-01-01
14049,d005,1993-11-18,9999-01-01
14050,d007,1995-10-30,9999-01-01
14051,d005,1995-10-19,9999-01-01
14052,d004,1991-05-01,9999-01-01
14053,d005,1996-05-13,9999-01-01
14053,d008,1989-05-26,1996-05-13
14054,d007,1985-05-21,1989-11-15
14055,d004,1991-12-05,9999-01-01
14056,d005,1993-06-21,9999-01-01
14057,d004,1985-03-24,9999-01-01
14058,d004,1995-10-20,9999-01-01
14059,d004,1994-02-20,9999-01-01
14060,d004,1992-09-07,9999-01-01
14061,d005,1995-06-18,9999-01-01
14062,d004,2000-11-13,9999-01-01
14062,d006,1987-10-17,2000-11-13
14063,d004,1987-03-05,1991-01-21
14064,d008,1998-05-07,9999-01-01
14065,d007,1990-01-16,9999-01-01
14066,d007,1996-10-29,9999-01-01
14067,d004,1994-02-14,9999-01-01
14068,d009,1994-11-16,9999-01-01
14069,d004,1996-04-27,9999-01-01
14070,d008,1989-02-22,9999-01-01
14071,d001,2001-11-19,9999-01-01
14071,d007,1991-10-31,2001-11-19
14072,d005,1996-07-12,1998-06-09
14073,d009,1985-07-29,9999-01-01
14074,d006,1997-11-26,9999-01-01
14075,d005,1991-05-30,9999-01-01
14076,d005,1996-01-31,2002-06-15
14077,d005,1989-02-13,1990-09-14
14078,d005,1987-11-01,9999-01-01
14079,d004,1995-02-05,9999-01-01
14080,d004,1987-12-02,1992-07-23
14080,d006,1992-07-23,1998-06-09
14081,d007,1998-09-04,9999-01-01
14082,d007,1990-04-27,9999-01-01
14083,d004,1986-04-13,9999-01-01
14084,d005,1999-10-25,9999-01-01
14085,d003,1985-09-03,1986-11-27
14086,d007,1993-05-21,9999-01-01
14087,d004,1997-11-21,9999-01-01
14088,d008,1987-11-10,9999-01-01
14089,d005,1989-08-10,9999-01-01
14090,d004,1993-04-10,9999-01-01
14090,d008,1987-06-18,1993-04-10
14091,d005,1995-05-10,1997-01-21
14092,d002,1985-04-01,9999-01-01
14093,d005,1995-11-21,9999-01-01
14094,d005,1993-02-09,9999-01-01
14095,d007,1988-12-03,9999-01-01
14096,d001,1993-11-12,9999-01-01
14097,d002,1999-04-23,9999-01-01
14098,d005,1991-03-28,9999-01-01
14099,d005,1998-07-24,9999-01-01
14099,d009,1996-07-09,1998-07-24
14100,d005,1991-08-26,1997-11-23
14101,d004,1994-12-04,9999-01-01
14102,d004,1989-04-03,1991-02-21
14103,d005,1987-03-17,9999-01-01
14104,d003,1994-07-23,9999-01-01
14105,d007,1994-03-02,9999-01-01
14106,d005,1998-12-01,2001-05-23
14107,d001,1991-12-15,9999-01-01
14108,d001,1996-06-21,2000-06-21
14108,d007,1994-02-10,1996-06-21
14109,d004,1999-12-12,2000-01-01
14110,d001,1987-05-17,9999-01-01
14111,d009,1992-09-25,9999-01-01
14112,d001,1999-11-26,9999-01-01
14113,d005,1985-11-17,1988-01-24
14114,d002,1992-11-09,9999-01-01
14115,d002,1987-10-28,9999-01-01
14116,d005,1986-07-10,1995-11-30
14117,d009,1995-12-25,9999-01-01
14118,d009,1985-04-06,9999-01-01
14119,d007,1990-10-24,1997-04-05
14119,d009,1997-04-05,9999-01-01
14120,d004,1985-08-11,9999-01-01
14121,d006,1987-11-23,9999-01-01
14122,d007,1994-06-05,9999-01-01
14123,d006,1993-01-27,9999-01-01
14124,d004,1986-07-07,1992-06-05
14125,d007,1994-03-20,9999-01-01
14126,d004,1985-08-15,9999-01-01
14127,d004,1994-04-22,9999-01-01
14128,d004,1993-03-26,9999-01-01
14129,d004,1997-09-06,9999-01-01
14129,d005,1988-07-24,1997-09-06
14130,d001,1997-02-17,9999-01-01
14131,d004,1993-05-11,1996-05-28
14132,d004,1995-10-22,9999-01-01
14133,d005,1999-10-03,9999-01-01
14134,d004,1999-04-28,9999-01-01
14135,d004,1991-09-26,9999-01-01
14136,d005,1986-05-06,9999-01-01
14137,d001,1989-12-17,9999-01-01
14138,d006,1987-09-17,9999-01-01
14139,d005,1995-01-07,1996-12-26
14140,d002,1998-03-21,1998-07-25
14140,d003,1998-07-25,9999-01-01
14141,d004,1999-08-30,9999-01-01
14142,d007,1994-12-19,9999-01-01
14143,d006,1988-01-14,9999-01-01
14144,d004,1996-10-23,1998-10-10
14145,d004,2000-01-13,9999-01-01
14146,d004,1997-09-18,9999-01-01
14147,d006,1997-09-15,9999-01-01
14148,d004,1991-03-18,9999-01-01
14149,d005,1996-07-22,9999-01-01
14149,d008,1995-10-23,1996-07-22
14150,d003,1994-01-28,9999-01-01
14151,d005,1998-05-25,9999-01-01
14152,d006,1989-01-30,9999-01-01
14153,d005,1989-07-02,1991-11-03
14154,d008,1996-11-14,9999-01-01
14155,d003,1998-01-13,9999-01-01
14156,d007,1990-09-29,9999-01-01
14157,d004,1990-11-21,9999-01-01
14158,d007,1990-02-06,9999-01-01
14159,d004,1997-12-08,9999-01-01
14159,d005,1994-06-22,1997-12-08
14160,d007,1998-12-24,9999-01-01
14161,d004,1993-09-05,1998-03-12
14162,d003,1998-03-14,9999-01-01
14163,d006,1995-04-27,9999-01-01
14164,d004,1997-11-26,9999-01-01
14165,d003,1989-07-21,9999-01-01
14166,d003,1988-02-07,9999-01-01
14167,d004,1985-12-01,9999-01-01
14168,d005,1997-06-01,9999-01-01
14169,d002,1988-03-13,9999-01-01
14170,d001,1998-09-13,1999-04-22
14170,d009,1999-04-22,2001-04-16
14171,d005,1989-05-06,9999-01-01
14172,d007,1994-06-06,9999-01-01
14173,d004,1990-07-27,9999-01-01
14174,d004,1985-10-27,1993-08-18
14175,d005,1988-12-27,9999-01-01
14176,d007,1998-01-10,2000-08-25
14177,d001,1996-03-16,9999-01-01
14178,d009,1998-02-04,9999-01-01
14179,d007,1993-09-18,2002-05-06
14179,d009,2002-05-06,9999-01-01
14180,d005,1993-03-15,9999-01-01
14181,d007,1994-06-28,9999-01-01
14182,d007,1990-06-06,9999-01-01
14183,d002,1997-10-02,2000-04-14
14184,d007,1986-08-24,9999-01-01
14185,d001,1988-08-01,9999-01-01
14186,d004,1996-12-03,9999-01-01
14187,d007,1987-02-27,9999-01-01
14188,d005,1993-04-24,9999-01-01
14189,d001,1997-09-05,9999-01-01
14189,d007,1995-02-26,1997-09-05
14190,d004,1989-03-13,9999-01-01
14191,d005,1987-01-16,9999-01-01
14192,d005,1989-02-13,2002-04-06
14193,d005,1997-03-26,9999-01-01
14194,d005,1998-12-27,9999-01-01
14195,d005,1998-12-08,2001-10-08
14196,d004,1993-03-27,9999-01-01
14197,d007,1987-01-21,2000-12-24
14198,d004,1990-12-02,9999-01-01
14199,d004,1995-03-31,9999-01-01
14200,d001,1998-02-15,9999-01-01
14200,d007,1997-11-10,1998-02-15
14201,d005,1995-07-01,9999-01-01
14202,d005,1986-12-05,9999-01-01
14203,d004,1988-03-06,9999-01-01
14204,d004,1994-04-07,1999-01-11
14205,d009,1994-05-31,9999-01-01
14206,d004,1988-10-08,1991-09-29
14207,d009,1993-08-05,9999-01-01
14208,d001,1991-03-03,1997-02-11
14208,d009,1997-02-11,2000-07-20
14209,d008,1988-04-06,9999-01-01
14210,d001,1993-06-10,9999-01-01
14211,d004,1990-10-05,9999-01-01
14212,d005,1990-03-10,9999-01-01
14213,d005,1996-06-17,9999-01-01
14214,d004,1998-12-19,9999-01-01
14215,d009,1987-07-04,1990-01-22
14216,d005,1998-03-11,9999-01-01
14217,d002,1997-07-28,9999-01-01
14217,d003,1993-04-02,1997-07-28
14218,d003,1989-06-08,9999-01-01
14219,d005,1991-02-16,9999-01-01
14220,d004,1987-12-02,9999-01-01
14221,d007,1987-04-09,9999-01-01
14222,d001,1988-05-24,9999-01-01
14223,d004,1989-02-16,9999-01-01
14224,d003,1986-01-30,1986-10-23
14225,d005,1988-08-22,9999-01-01
14226,d005,1989-02-03,9999-01-01
14227,d001,1985-02-13,1986-10-02
14227,d009,1986-10-02,1991-06-25
14228,d005,1987-07-10,9999-01-01
14229,d002,1992-02-25,9999-01-01
14230,d005,1988-01-25,9999-01-01
14231,d004,1999-03-12,9999-01-01
14232,d005,1994-09-10,9999-01-01
14233,d009,1995-12-17,9999-01-01
14234,d003,1995-09-01,9999-01-01
14235,d009,1998-09-22,2001-06-06
14236,d008,1988-11-07,9999-01-01
14237,d004,1986-06-13,1998-03-22
14237,d009,1998-03-22,9999-01-01
14238,d007,1988-02-15,9999-01-01
14239,d001,1989-10-16,9999-01-01
14240,d008,1987-11-28,9999-01-01
14241,d007,1990-11-28,9999-01-01
14242,d009,1985-06-27,9999-01-01
14243,d004,1996-04-22,1998-06-12
14244,d004,1990-10-06,9999-01-01
14245,d005,1996-04-08,9999-01-01
14246,d005,1993-09-05,9999-01-01
14247,d004,1988-08-29,1993-05-08
14248,d005,1999-04-26,9999-01-01
14248,d006,1989-05-24,1999-04-26
14249,d004,1998-07-23,9999-01-01
14250,d009,1996-06-16,2000-12-20
14251,d008,1990-09-21,9999-01-01
14252,d007,1997-07-29,9999-01-01
14253,d003,1989-06-08,9999-01-01
14254,d004,1994-09-23,1996-11-14
14255,d002,1994-02-28,9999-01-01
14256,d004,1994-05-31,1995-05-31
14257,d004,2000-07-13,9999-01-01
14257,d009,1998-02-04,2000-07-13
14258,d005,1986-02-04,9999-01-01
14259,d005,1996-05-30,9999-01-01
14260,d003,1991-04-21,9999-01-01
14261,d004,1993-09-25,9999-01-01
14262,d009,1996-12-22,9999-01-01
14263,d005,1993-12-15,9999-01-01
14264,d007,1992-12-29,9999-01-01
14265,d005,1986-01-06,1998-06-30
14266,d005,1997-10-27,9999-01-01
14267,d003,1995-05-13,9999-01-01
14268,d001,1996-10-11,1996-11-04
14268,d009,1996-11-04,1997-11-06
14269,d001,1998-03-31,9999-01-01
14270,d004,1994-04-05,9999-01-01
14271,d009,1989-02-17,9999-01-01
14272,d005,1993-07-16,1994-05-11
14273,d007,1995-06-22,9999-01-01
14274,d002,1993-01-28,9999-01-01
14275,d007,1999-06-30,2000-11-17
14276,d005,1995-09-20,1997-09-03
14276,d008,1997-09-03,9999-01-01
14277,d005,1992-04-27,9999-01-01
14278,d007,1991-11-29,9999-01-01
14279,d004,1989-03-22,1997-09-23
14280,d001,1999-09-21,9999-01-01
14281,d004,1993-03-18,9999-01-01
14282,d007,1985-07-06,9999-01-01
14283,d001,1996-11-26,9999-01-01
14284,d005,1989-05-09,9999-01-01
14285,d003,1990-06-28,9999-01-01
14286,d005,1999-04-02,9999-01-01
14287,d005,1995-02-09,1999-11-10
14287,d009,1992-06-04,1995-02-09
14288,d005,1987-04-03,9999-01-01
14289,d004,1999-03-16,2001-05-09
14290,d004,1992-03-29,9999-01-01
14291,d004,1993-01-09,9999-01-01
14292,d008,1988-02-19,9999-01-01
14293,d008,1985-05-09,1990-09-12
14294,d009,1988-02-10,9999-01-01
14295,d004,1998-12-09,9999-01-01
14296,d006,1990-10-26,1991-05-22
14297,d004,1998-01-06,2000-08-30
14297,d006,2000-08-30,9999-01-01
14298,d004,1996-01-07,9999-01-01
14299,d001,1986-08-05,9999-01-01
14300,d001,1995-09-15,2001-02-15
14301,d005,1999-04-08,9999-01-01
14302,d006,1997-12-17,9999-01-01
14303,d004,1989-03-18,9999-01-01
14304,d009,1995-04-28,9999-01-01
14305,d004,1994-06-15,9999-01-01
14306,d005,1995-09-22,1998-12-02
14307,d004,1994-03-02,9999-01-01
14307,d005,1994-01-16,1994-03-02
14308,d004,1998-02-03,9999-01-01
14309,d006,1989-05-25,1993-05-16
14310,d007,1987-02-23,9999-01-01
14311,d008,1997-07-21,9999-01-01
14312,d005,1989-03-18,9999-01-01
14313,d008,2000-01-17,9999-01-01
14314,d001,1986-07-24,9999-01-01
14315,d001,1999-09-03,1999-09-24
14315,d007,1999-08-26,1999-09-03
14316,d006,1987-11-03,9999-01-01
14317,d005,1994-05-08,9999-01-01
14318,d008,1993-04-02,9999-01-01
14319,d005,1995-05-15,9999-01-01
14320,d004,1986-06-30,9999-01-01
