emp_no,salary,from_date,to_date
32010,80328,1997-11-03,1998-11-03
32011,40000,1997-08-29,1998-08-29
32012,40000,1988-04-17,1989-04-17
32013,65048,1995-01-27,1996-01-27
32014,48958,1987-06-30,1988-06-29
32015,54164,1997-12-30,1998-12-30
32016,40000,1992-10-02,1993-10-02
32017,50170,1992-06-29,1993-06-29
32018,54539,1991-01-05,1992-01-05
32019,82308,1985-10-28,1986-10-28
32020,40000,1990-04-02,1990-11-22
32021,40000,1995-05-24,1996-05-23
32022,51761,1991-03-17,1992-03-16
32023,40000,1995-06-10,1996-06-09
32024,40117,1995-12-18,1996-12-17
32025,40000,1991-08-23,1992-08-22
32026,75657,1988-12-08,1989-12-08
32027,75407,1992-02-03,1993-02-02
32028,46844,1991-03-03,1992-03-02
32029,72584,1996-08-06,1997-08-06
32030,44259,1999-06-26,2000-06-25
32031,40000,1994-05-01,1994-12-30
32032,80483,1990-09-28,1991-09-28
32033,40000,1989-12-26,1990-12-26
32034,75195,1994-04-18,1995-04-18
32035,50655,1991-07-22,1992-07-21
32036,40000,1986-01-22,1987-01-22
32037,40000,2000-01-17,2001-01-16
32038,40000,1988-11-14,1989-11-14
32039,48699,1989-10-29,1990-07-16
32040,74661,1994-08-23,1995-08-23
32041,56852,1993-08-13,1994-08-13
32042,40000,1995-05-03,1996-05-02
32043,40164,1996-05-23,1997-05-23
32044,55551,1990-09-04,1991-09-04
32045,55963,1987-05-06,1988-05-05
32046,65020,1999-09-25,2000-09-24
32047,46197,1993-02-05,1994-02-05
32048,40000,1994-08-22,1995-08-22
32049,40000,1997-04-02,1998-04-02
32050,83763,1989-08-22,1990-08-22
32051,51838,1991-07-24,1992-07-23
32052,53724,1995-12-08,1996-12-07
32053,40000,1985-10-13,1986-10-13
32054,47349,1992-01-13,1993-01-12
32055,62325,1988-01-30,1989-01-29
32056,74149,1994-03-25,1995-03-25
32057,42160,1987-08-06,1988-08-05
32058,40000,1994-08-15,1995-08-15
32059,47985,1989-03-31,1990-03-31
32060,45332,1993-09-30,1994-09-30
32061,40000,1992-10-24,1993-10-24
32062,86879,1996-02-29,1997-02-28
32063,43351,1999-07-22,2000-07-21
32064,65677,1994-06-10,1995-06-10
32065,80805,1993-10-11,1994-10-11
32066,72951,1987-04-01,1988-03-31
32067,40922,1985-09-28,1986-09-28
32068,63509,1995-02-26,1996-02-26
32069,49676,1994-01-24,1995-01-24
32070,61970,1993-02-26,1994-02-26
32071,40000,1998-02-18,1999-02-18
32072,40000,1996-07-23,1997-07-23
32073,48046,1986-04-26,1987-04-26
32074,52903,1989-04-16,1990-04-16
32075,85163,1998-01-24,1999-01-24
32076,40000,1995-07-14,1996-07-13
32077,65123,1998-04-12,1999-04-12
32078,40000,1997-06-15,1998-06-15
32079,63439,1986-04-23,1987-04-23
32080,55749,1998-02-24,1999-02-24
32081,65925,1999-10-01,2000-05-20
32082,79758,1993-02-04,1994-02-04
32083,40000,1986-06-19,1987-06-19
32084,40000,1995-04-04,1996-04-02
32085,58507,1986-02-16,1987-02-16
32086,79754,1994-02-18,1995-02-18
32087,60904,1998-08-10,1999-08-10
32088,85331,1987-09-13,1988-09-12
32089,40000,1987-11-23,1988-11-22
32090,40000,1996-08-30,1997-08-30
32091,44472,1997-08-24,1998-08-24
32092,46333,1993-02-09,1994-02-09
32093,40000,1988-10-20,1989-10-20
32094,49016,1986-03-16,1987-03-16
32095,40000,1992-08-01,1993-08-01
32096,40000,1991-12-24,1992-12-23
32097,40000,1989-05-05,1990-05-05
32098,40781,1985-07-14,1986-07-14
32099,53364,1997-05-19,1998-05-19
32100,46562,1993-04-26,1994-04-26
32101,54409,1990-11-05,1991-11-05
32102,56798,1991-06-04,1992-06-03
32103,83925,1986-02-03,1987-02-03
32104,40000,1993-12-22,1994-12-22
32105,40000,1999-09-27,2000-09-26
32106,56982,1987-10-11,1988-10-10
32107,40000,1989-10-17,1990-10-17
32108,54708,1995-12-23,1996-12-22
32109,54776,1985-08-02,1986-05-07
32110,40000,1996-09-11,1997-09-11
32111,45616,1990-02-22,1991-02-22
32112,40000,1992-11-24,1993-11-24
32113,40000,1985-11-18,1986-11-18
32114,48289,1987-01-28,1988-01-28
32115,64017,1989-07-06,1990-07-06
32116,40000,1989-04-15,1990-04-15
32117,75835,1990-03-08,1991-03-08
32118,40000,1987-01-22,1988-01-22
32119,57153,1995-04-19,1996-04-18
32120,69923,1986-09-17,1987-09-17
32121,40000,1985-08-29,1986-08-29
32122,44764,1992-09-17,1993-09-17
32123,49918,1986-06-22,1987-06-22
32124,44957,1995-10-29,1996-10-27
32125,40000,1996-02-16,1997-02-15
32126,40000,1989-10-04,1990-10-04
32127,45643,1988-04-24,1989-04-24
32128,91444,1991-02-18,1992-02-18
32129,70155,1986-06-27,1987-06-27
32130,40000,1998-12-02,1999-12-02
32131,51518,1987-01-26,1988-01-26
32132,88252,1988-10-24,1989-10-24
32133,40000,1999-09-10,2000-09-09
32134,40231,1987-12-23,1988-12-22
32135,40000,1994-08-05,1995-01-17
32136,49997,1988-02-01,1989-01-31
32137,40000,1998-08-16,1999-08-16
32138,61638,1989-12-06,1990-12-06
32139,56299,1993-12-08,1994-12-08
32140,41951,1993-01-26,1994-01-26
32141,40000,1990-09-11,1991-09-11
32142,52338,1997-03-10,1998-03-10
32143,71407,1995-08-14,1996-08-13
32144,51346,2000-01-11,2001-01-10
32145,50883,1993-08-15,1994-08-15
32146,40516,1985-09-08,1986-09-08
32147,60777,1985-07-12,1986-07-12
32148,46258,1999-02-15,1999-04-02
32149,40000,1991-07-27,1992-07-26
32150,71626,1986-03-11,1987-03-11
32151,66760,1994-05-21,1995-05-21
32152,41138,1995-08-24,1996-08-23
32153,41070,1996-09-26,1997-09-26
32154,40000,1992-01-10,1993-01-09
32155,40000,1990-05-08,1991-05-08
32156,40000,1997-09-07,1998-09-07
32157,50767,1987-08-03,1988-08-02
32158,40000,1988-04-23,1989-04-23
32159,57045,1995-07-27,1996-07-26
32160,70638,1995-11-04,1996-11-03
32161,46802,1996-02-01,1996-07-30
32162,44997,1992-11-02,1993-11-02
32163,40763,1994-06-07,1995-06-07
32164,89304,1995-06-04,1996-06-03
32165,46650,1997-10-05,1998-10-05
32166,83228,1987-04-26,1988-04-25
32167,60044,1985-11-25,1986-11-25
32168,40000,1987-12-27,1988-12-26
32169,50602,1994-11-16,1995-11-16
32170,47113,1990-06-21,1991-06-21
32171,40000,1994-06-06,1995-06-06
32172,86570,1996-10-16,1997-10-16
32173,51328,1999-09-22,2000-09-21
32174,40000,1991-01-27,1992-01-27
32175,52878,1989-01-12,1990-01-12
32176,71971,1994-12-02,1995-12-02
32177,40000,1996-12-11,1997-12-11
32178,55551,1999-05-17,2000-05-16
32179,65715,1987-06-20,1988-06-19
32180,58455,1985-04-24,1986-04-24
32181,40000,1995-08-29,1996-08-28
32182,80944,1989-11-27,1990-11-27
32183,40000,1987-10-25,1988-10-24
32184,40000,1989-01-25,1990-01-25
32185,48918,1989-07-11,1990-07-11
32186,45214,1991-10-30,1992-10-29
32187,82564,1992-07-21,1993-07-21
32188,88053,1986-07-20,1987-07-20
32189,42247,2000-01-15,2001-01-14
32190,49202,1995-04-10,1996-04-09
32191,56781,1990-10-08,1991-10-08
32192,74305,1990-10-13,1991-10-13
32193,76023,1990-11-18,1991-11-18
32194,50869,1993-03-06,1993-08-29
32195,56200,1992-04-03,1993-04-03
32196,40000,1998-09-28,1999-09-28
32197,64708,1988-10-21,1989-10-21
32198,85006,1998-03-01,1999-03-01
32199,54153,1998-04-04,1999-04-04
32200,42770,1988-09-07,1989-09-07
32201,45148,1994-04-16,1995-04-16
32202,55834,1987-12-03,1988-12-02
32203,40000,1986-11-19,1987-11-19
32204,66340,1985-10-14,1986-10-14
32205,51896,1988-03-02,1989-03-02
32206,48707,1990-05-13,1991-05-13
32207,40000,1987-07-15,1988-07-14
32208,40000,1998-08-17,1999-08-17
32209,40000,1988-06-28,1989-06-28
32210,56274,1991-08-15,1992-02-13
32211,55263,1997-06-03,1998-06-03
32212,60549,1996-01-01,1996-12-31
32213,47818,1990-03-16,1991-03-16
32214,57029,1985-06-20,1986-06-20
32215,40938,1994-09-18,1995-09-18
32216,48207,1996-08-09,1997-08-09
32217,40000,1998-08-02,1999-08-02
32218,40000,1987-06-15,1988-06-14
32219,41419,1991-12-23,1992-12-22
32220,90512,1993-12-13,1994-12-13
32221,80099,1985-12-19,1986-12-19
32222,102973,1995-04-29,1996-04-28
32223,40824,1985-05-13,1986-05-13
32224,40000,1989-09-12,1990-09-12
32225,45505,1990-01-03,1991-01-03
32226,43047,1999-11-09,2000-11-08
32227,40000,1999-05-22,2000-05-21
32228,51157,1986-03-19,1987-03-19
32229,84030,1990-09-03,1991-09-03
32230,41610,1996-03-30,1997-03-30
32231,40263,1989-04-02,1990-04-02
32232,65492,1997-11-05,1998-11-05
32233,52122,1992-01-12,1993-01-11
32234,40000,1996-08-15,1997-08-15
32235,40000,1987-05-26,1988-05-25
32236,51365,1990-10-27,1991-10-27
32237,67128,1999-04-28,2000-04-27
32238,66766,1998-03-04,1999-03-04
32239,47582,1988-06-03,1989-06-03
32240,40000,1993-02-05,1994-02-05
32241,48861,1990-12-19,1991-12-19
32242,42857,1989-05-11,1990-05-11
32243,40000,1986-06-01,1987-06-01
32244,66180,1988-11-15,1989-11-15
32245,40000,1994-09-23,1995-09-23
32246,52240,1988-09-08,1989-09-08
32247,41900,1996-08-27,1997-08-27
32248,40006,1996-08-07,1997-08-07
32249,40000,1986-12-29,1987-12-29
32250,52029,1986-03-10,1987-03-10
32251,40000,1998-10-28,1999-10-28
32252,40000,1985-06-20,1986-06-20
32253,58474,1998-10-15,1999-10-15
32254,45040,1992-07-02,1993-07-02
32255,40000,1992-01-04,1993-01-03
32256,40000,1997-06-21,1998-06-21
32257,40000,1997-04-14,1998-04-14
32258,48365,1994-02-17,1995-02-17
32259,48895,1987-05-25,1988-05-24
32260,57956,1995-12-04,1996-12-03
32261,61148,1996-07-29,1997-07-29
32262,40000,1995-10-22,1996-10-21
32263,72645,1997-12-04,1998-12-04
32264,40000,1991-04-30,1992-04-29
32265,74117,1986-11-08,1987-11-08
32266,40000,1987-06-26,1988-06-25
32267,85023,1985-02-25,1986-02-25
32268,57044,1987-01-17,1988-01-17
32269,41545,1986-07-03,1987-07-03
32270,52318,1998-09-02,1999-09-02
32271,40000,1997-03-07,1998-03-07
32272,55504,1990-02-09,1991-02-09
32273,74696,1997-04-22,1997-11-23
32274,56433,1987-03-06,1988-03-05
32275,51708,1997-11-21,1998-11-21
32276,40000,1986-10-26,1987-10-25
32277,40000,1993-08-18,1994-08-18
32278,40000,1997-04-29,1998-04-29
32279,53022,1996-08-17,1997-08-17
32280,78966,1993-06-26,1994-06-26
32281,72144,1997-06-04,1998-06-04
32282,45852,1994-12-03,1995-12-03
32283,65451,1989-02-02,1990-02-02
32284,75011,1994-10-23,1995-10-23
32285,58347,1991-12-10,1992-12-09
32286,54905,1987-01-14,1988-01-14
32287,43259,1994-06-26,1995-06-26
32288,53991,1990-12-12,1991-12-12
32289,44759,1988-04-01,1989-04-01
32290,50833,1994-08-24,1995-08-24
32291,42915,1985-12-06,1986-12-06
32292,40000,1989-02-28,1990-02-28
32293,40000,1985-02-02,1986-02-02
32294,44476,1989-11-28,1990-11-28
32295,51520,1995-08-25,1996-08-24
32296,40000,1992-06-03,1993-06-03
32297,54438,1999-01-28,2000-01-28
32298,51386,1997-06-17,1998-06-17
32299,56672,1988-09-30,1989-09-30
32300,40000,1999-12-14,2000-12-13
32301,40000,1988-12-19,1989-12-19
32302,40000,1995-10-20,1996-10-19
32303,56708,1999-04-23,2000-04-22
32304,52186,1998-12-20,1999-11-28
32305,51280,1989-08-07,1990-02-06
32306,40000,1990-03-27,1991-03-27
32307,40000,2000-01-06,2001-01-05
32308,40000,1997-05-03,1997-12-17
32309,40000,1993-02-02,1994-02-02
32310,40000,1993-03-29,1994-03-29
32311,40000,1991-10-14,1992-10-13
32312,42416,1993-12-02,1994-12-02
32313,40684,1992-01-09,1993-01-08
32314,47043,1996-07-03,1997-07-03
32315,65184,1997-09-28,1998-09-28
32316,40000,1991-09-09,1992-09-08
32317,40000,1996-09-06,1997-09-06
32318,40000,1985-12-13,1986-12-13
32319,88024,1996-05-18,1997-05-18
32320,40000,1993-07-06,1994-07-06
32321,53604,1990-12-10,1991-12-10
32322,81252,1997-04-03,1998-04-03
32323,66592,1996-11-28,1997-11-28
32324,63511,1996-09-09,1997-09-09
32325,44180,1993-11-26,1994-11-26
32326,40000,1999-06-09,2000-06-08
32327,40000,1995-09-23,1996-09-22
32328,58954,1989-11-19,1990-11-19
32329,56054,1987-04-23,1988-04-22
32330,54131,1987-10-28,1988-10-27
32331,40000,1986-04-10,1987-04-09
32332,66051,1990-02-14,1991-02-14
32333,40000,1996-08-12,1997-08-12
32334,58388,1995-10-02,1996-10-01
32335,60559,1995-11-06,1996-11-05
32336,67993,1997-12-22,1998-12-22
32337,82766,1991-09-23,1992-09-22
32338,40170,1985-12-19,1986-12-19
32339,70580,1996-09-01,1997-09-01
32340,40821,1995-09-21,1996-09-20
32341,46179,1991-09-09,1992-09-08
32342,57537,1993-04-19,1994-04-19
32343,55872,1994-12-03,1995-12-03
32344,40000,1986-09-10,1987-09-10
32345,45368,1995-12-23,1996-12-22
32346,40000,1989-11-14,1990-11-14
32347,66965,1990-09-15,1991-09-15
32348,67275,1993-06-01,1994-06-01
32349,71859,1988-09-01,1989-09-01
32350,40000,1987-05-24,1988-05-23
32351,44663,1998-07-09,1999-07-09
32352,42104,1988-06-03,1989-06-03
32353,41650,1990-06-13,1991-06-13
32354,40000,1993-07-29,1994-07-29
32355,65727,1987-05-24,1988-05-23
32356,42864,1998-10-23,1999-10-23
32357,40000,1987-04-29,1988-04-28
32358,63427,1990-11-25,1991-11-25
32359,55578,1986-10-09,1987-10-09
32360,52661,1994-09-09,1995-09-09
32361,40000,1993-11-30,1994-11-30
32362,64934,1991-02-19,1992-02-19
32363,42353,1999-02-24,2000-02-24
32364,40000,1996-09-11,1997-09-11
32365,40000,1998-06-07,1999-06-07
32366,44027,1993-02-27,1994-02-27
32367,40000,1997-09-11,1998-09-11
32368,48784,1999-08-08,2000-08-07
32369,60557,1990-10-17,1991-09-12
32370,78609,1994-07-02,1995-07-02
32371,40000,1992-03-30,1993-03-30
32372,40000,1986-12-22,1987-12-22
32373,46076,1999-10-12,2000-10-11
32374,40000,1999-01-10,2000-01-10
32375,40000,1999-09-25,2000-09-24
32376,40000,1986-05-07,1987-05-07
32377,54396,1989-11-19,1990-11-19
32378,56645,1988-11-27,1989-11-27
32379,40167,1995-07-18,1996-07-17
32380,40000,1985-04-09,1986-04-09
32381,80395,1998-04-05,1999-04-05
32382,55192,1998-09-26,1999-09-26
32383,40000,1995-02-20,1996-02-20
32384,74230,1985-11-12,1986-11-12
32385,61915,1987-03-08,1988-03-07
32386,46045,1993-04-19,1994-04-19
32387,41515,1991-03-21,1992-03-20
32388,54852,1989-02-20,1990-02-20
32389,40000,1997-07-18,1998-07-18
32390,40429,1992-12-10,1993-12-10
32391,40000,1989-10-18,1990-10-18
32392,40000,1995-07-19,1996-07-18
32393,40000,1994-03-31,1995-03-31
32394,60626,1992-01-08,1993-01-07
32395,40000,1989-09-17,1990-09-17
32396,73346,1999-08-10,2000-08-09
32397,40000,1989-09-06,1990-09-06
32398,40000,1991-02-01,1992-02-01
32399,40000,1993-08-28,1994-08-28
32400,49277,1999-06-20,2000-06-19
32401,47065,1997-04-12,1998-04-12
32402,40000,1987-11-07,1988-11-06
32403,41907,1990-02-21,1991-02-21
32404,45664,1996-06-19,1997-06-19
32405,61565,1987-08-21,1988-08-20
32406,41061,1995-01-03,1996-01-03
32407,40000,1994-10-16,1995-10-16
32408,43193,1990-07-25,1991-07-25
32409,40000,1985-11-06,1986-11-06
32410,63475,1995-01-31,1996-01-31
32411,70112,1995-12-10,1996-12-09
32412,43601,1994-08-04,1995-08-04
32413,54198,1999-08-09,2000-08-08
32414,40000,1998-06-01,1999-06-01
32415,51644,1988-10-22,1989-10-22
32416,58481,1988-10-19,1989-10-19
32417,50080,1998-11-30,1999-11-30
32418,63085,1990-03-30,1991-03-30
32419,41602,1989-06-03,1990-06-03
32420,52624,1997-03-01,1998-03-01
32421,93113,1999-08-20,2000-08-19
32422,69619,1991-08-19,1992-08-18
32423,46298,1999-02-10,2000-02-10
32424,73712,1993-02-25,1994-02-25
32425,76232,1989-08-13,1990-08-13
32426,40000,1991-08-23,1992-08-22
32427,54041,1997-07-16,1998-07-16
32428,59945,1995-07-26,1996-07-25
32429,40000,1997-11-04,1998-11-04
32430,40000,1994-09-26,1995-09-26
32431,40000,1997-03-27,1998-03-27
32432,40000,1989-01-05,1990-01-05
32433,40000,1988-12-13,1989-12-13
32434,64493,1992-11-07,1993-11-07
32435,40000,1995-01-21,1996-01-21
32436,61910,1989-05-15,1990-05-15
32437,57536,1987-04-26,1988-04-25
32438,47342,1996-01-18,1997-01-17
32439,64457,1996-04-12,1997-04-12
32440,40000,1986-04-27,1987-04-27
32441,40000,1987-04-27,1988-04-26
32442,40000,1988-10-28,1989-10-28
32443,69653,1994-11-24,1995-11-24
32444,40518,1988-08-23,1989-08-23
32445,43142,1998-06-11,1999-06-11
32446,40000,1991-07-08,1992-07-07
32447,64767,1994-02-11,1994-03-24
32448,40000,1992-07-12,1993-07-12
32449,43675,1991-07-28,1992-07-27
32450,78160,1992-03-05,1993-03-05
32451,40042,1989-05-14,1990-05-14
32452,40000,1994-07-12,1995-07-12
32453,62296,1985-04-20,1986-04-20
32454,42496,1994-06-23,1995-06-23
32455,53757,1986-11-28,1987-11-28
32456,40000,1993-03-23,1994-03-23
32457,50007,1999-01-05,2000-01-05
32458,40000,1985-12-15,1986-12-15
32459,40000,1994-07-17,1995-07-17
32460,45013,1987-10-17,1988-10-16
32461,40000,1992-04-24,1993-04-24
32462,40000,1993-11-29,1994-11-29
32463,57360,1992-03-16,1993-03-16
32464,57864,1986-12-22,1987-12-22
32465,40000,1993-07-09,1994-07-09
32466,88340,1987-11-05,1988-11-04
32467,40000,1988-12-29,1989-12-29
32468,81351,1988-10-25,1989-10-25
32469,52360,1988-04-19,1989-04-19
32470,45768,1993-01-24,1994-01-24
32471,79834,1994-07-02,1995-07-02
32472,42525,1989-10-02,1990-10-02
32473,40000,1997-09-11,1998-09-11
32474,63082,1999-08-15,2000-08-14
32475,40215,1991-09-08,1992-09-07
32476,55939,1986-03-21,1987-03-21
32477,40000,1988-09-04,1989-09-04
32478,48396,1994-02-10,1995-02-10
32479,86880,2000-01-30,2001-01-29
32480,67159,1988-01-05,1989-01-04
32481,40000,1993-10-05,1994-10-05
32482,85327,1994-05-15,1995-05-15
32483,49352,1987-08-22,1988-08-21
32484,42073,2000-01-31,2001-01-30
32485,57561,1995-05-22,1996-05-21
32486,44718,1993-03-22,1994-03-22
32487,56318,1986-08-25,1987-08-25
32488,40000,1988-03-27,1989-03-27
32489,58424,1994-08-05,1995-08-05
32490,72938,1992-09-16,1993-09-16
32491,67305,1998-10-13,1999-10-13
32492,52108,1994-06-30,1995-06-30
32493,42918,1992-10-30,1993-10-30
32494,40000,1994-03-27,1995-03-27
32495,40000,1986-11-23,1987-11-23
32496,48530,1999-07-26,2000-07-25
32497,55756,1995-01-26,1996-01-26
32498,57839,1998-02-05,1999-02-05
32499,45077,1986-01-15,1987-01-15
32500,57718,1987-10-30,1988-10-29
32501,44590,1986-11-12,1987-11-12
32502,57343,1992-10-02,1993-10-02
32503,43500,1994-02-02,1995-02-02
32504,66251,1999-10-24,2000-10-23
32505,63297,1987-09-08,1988-09-07
32506,40000,1999-11-30,2000-11-29
32507,60029,1992-07-25,1993-07-25
32508,45207,1992-12-31,1993-12-31
32509,59509,1987-09-11,1988-09-10
32510,40000,1991-05-14,1992-05-13
32511,57209,1996-05-08,1997-05-08
32512,42848,1998-12-16,1999-12-16
32513,79342,1990-01-25,1991-01-25
32514,44509,1986-11-24,1987-11-24
32515,40000,1996-09-14,1997-09-14
32516,41915,1993-09-06,1994-09-06
32517,74846,1991-02-22,1992-02-22
32518,40000,1990-05-13,1991-05-13
32519,56200,1985-02-25,1986-02-25
32520,40000,1987-12-16,1988-12-15
32521,40000,1990-11-17,1991-11-17
32522,51493,1992-03-11,1993-03-11
32523,40000,1997-01-29,1998-01-29
32524,40000,1986-02-08,1987-02-08
32525,52907,1986-09-09,1987-09-09
32526,40000,1992-02-13,1993-02-12
32527,50707,1997-03-29,1998-03-29
32528,61189,1999-06-10,2000-06-09
32529,72480,1994-03-11,1995-03-11
32530,74762,2000-01-07,2001-01-06
32531,63102,1985-11-18,1986-11-18
32532,52124,1999-12-19,2000-12-18
32533,52083,1994-03-23,1995-03-23
32534,40000,1985-12-24,1986-12-24
32535,40000,1998-01-12,1999-01-12
32536,43559,1985-08-24,1986-08-24
32537,62912,1986-05-20,1987-05-20
32538,40000,1997-09-16,1998-09-16
32539,64920,1995-03-27,1996-03-26
32540,67316,1985-08-29,1986-08-29
32541,40000,1985-06-04,1986-06-04
32542,40000,1989-05-12,1990-05-12
32543,40000,1988-02-14,1989-02-13
32544,70489,1987-08-22,1988-08-21
32545,40000,1998-01-30,1999-01-30
32546,42309,1995-09-18,1996-09-17
32547,56061,1985-04-15,1986-04-15
32548,55055,1998-09-19,1999-09-19
32549,65309,1999-03-18,2000-03-17
32550,40000,1999-06-05,2000-06-04
32551,41106,1998-06-28,1999-06-28
32552,50710,1993-09-10,1994-09-10
32553,40000,1987-10-02,1988-10-01
32554,41707,1991-09-22,1992-09-21
32555,42405,1991-04-29,1992-04-28
32556,41182,1991-04-01,1992-03-31
32557,56582,1999-09-02,2000-09-01
32558,67215,1998-06-20,1999-06-20
32559,40000,1988-08-08,1989-08-08
32560,40000,1998-05-20,1999-05-20
32561,55923,1996-12-01,1997-12-01
32562,75112,1994-01-20,1995-01-20
32563,40000,1991-01-27,1992-01-27
32564,40000,1993-10-11,1994-10-11
32565,48958,1988-05-25,1989-05-25
32566,74272,1994-12-08,1995-12-08
32567,65352,1995-05-19,1996-05-18
32568,40000,1997-09-22,1998-09-22
32569,71900,1996-02-17,1997-02-16
32570,40000,1997-12-15,1998-12-15
32571,48321,1992-01-19,1993-01-18
32572,40135,1989-09-19,1990-09-19
32573,43212,1987-03-03,1988-03-02
32574,49361,1995-09-14,1996-09-13
32575,40000,1999-10-16,2000-01-10
32576,76882,1989-06-19,1990-06-19
32577,40000,1999-03-09,2000-03-08
32578,48555,1992-06-13,1993-06-13
32579,40000,1987-07-14,1988-07-13
32580,46813,1988-05-31,1989-05-31
32581,40109,1990-05-25,1991-05-25
32582,40000,1989-01-01,1990-01-01
32583,56028,1986-07-29,1987-07-29
32584,41257,1991-04-26,1992-04-25
32585,76488,1992-03-02,1993-03-02
32586,64585,1988-11-27,1989-11-27
32587,40000,1988-07-25,1989-07-25
32588,54144,1996-06-28,1997-06-28
32589,40357,1990-09-25,1991-09-25
32590,40000,1991-03-02,1992-03-01
32591,58367,1986-04-19,1987-04-19
32592,66696,1988-10-07,1989-10-07
32593,40000,1992-05-15,1993-05-15
32594,54143,1991-05-29,1992-05-28
32595,69937,1998-01-25,1999-01-25
32596,40000,1995-12-09,1996-12-08
